hg19_id	chr_tss_hg19	start_tss_hg19	biotype_hg19	cage_id_hg19	name_peak_hg19	minimal_biotype_hg19	stem_exp_hg19	mm9_id	chr_tss_mm9	start_tss_mm9	biotype_mm9	cage_id_mm9	name_peak_mm9	minimal_biotype_mm9	stem_exp_mm9	tss_tile_num	orig_species	biotype_switch_minimal	HUES64_hg19	mESC_hg19	HUES64_mm9	mESC_mm9	HUES64_padj_hg19	mESC_padj_hg19	HUES64_padj_mm9	mESC_padj_mm9	logFC_native	fdr_native	native_status	native_status_det	logFC_cis_HUES64	fdr_cis_HUES64	logFC_cis_mESC	fdr_cis_mESC	cis_HUES64_status	cis_mESC_status	cis_HUES64_status_det	cis_mESC_status_det	cis_status_one	cis_status_det_one	logFC_cis_one	logFC_trans_human	fdr_trans_human	logFC_trans_mouse	fdr_trans_mouse	trans_human_status	trans_mouse_status	trans_human_status_det	trans_mouse_status_det	trans_status_one	trans_status_det_one	logFC_trans_one	logFC_int	fdr_int	cis_trans_int_status	cis_trans_int_status_det
h.2775	chr4	41937605.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	m.2587	chr5	67652330.0	divergent	chr5:67652307..67652353,-	ENSMUSG00000107319.1	lncRNA	0.12875	tile2	mouse	lncRNA	1.17318788839364	1.97594768697236	0.815123613575726	1.04429150797739	0.523007345860576	0.0379695140405302	0.7963669776311171	0.754167823375451	-0.775977238008275	0.0019305835755034	no native effect	no native effect	-1.42973150835042	7.159898498636109e-08	-1.4703941739812698	4.1193267968081204e-07	significant cis effect	significant cis effect	"cis effect
(higher in human)"	"cis effect
(higher in human)"	significant cis effect	"cis effect
(higher in human)"	-1.4703941739812698	0.7154922045134151	2.36189249976214e-05	0.49903996040520504	0.0996250421133236	significant trans effect	no trans effect	"trans effect
(higher in mouse)"	no trans effect	significant trans effect	"trans effect
(higher in mouse)"	0.7154922045134151	-0.245878082017686	0.916438326216353	no cis/trans int. effect	no cis/trans int. effect
h.2779	chr11	8615962.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	m.2591	chr7	116582750.0	divergent	chr7:116582741..116582755,+	ENSMUSG00000085407.1	lncRNA	0.05125	tile2	mouse	lncRNA	1.9383420221037502	1.80217191683476	1.5771541296162799	1.17956462930969	0.00818454067021085	0.10395201182186802	0.105840920553964	0.6926884848062329	1.74553425844539	1.33066022549766e-05	no native effect	no native effect	1.6085374538999297	2.29905855288584e-05	1.6589077451164198	0.00179864850514287	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	1.6589077451164198	0.15081532019467903	0.830570401460366	-0.12971823656502302	0.6591407583554979	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.15081532019467903	-0.468561764935885	0.8501962012994321	no cis/trans int. effect	no cis/trans int. effect
h.2784	chr3	172468323.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	m.2595	chr3	27052976.0	divergent	chr3:27052954..27052982,+	ENSMUSG00000097584.1	lncRNA	0.24625	tile2	mouse	lncRNA	5.485853048914599	6.456655620720579	3.9049288868171	4.63637103524351	2.01217586251431e-38	1.2013397981366097e-43	5.803277041563729e-17	9.26743184047046e-20	0.704878626024223	0.0038722419437223297	no native effect	no native effect	0.37102157454081497	0.16165999479132098	0.406458721420887	0.10466461006189098	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.406458721420887	0.30520111794854804	0.276917649392517	0.30181815938755396	0.0423776479438873	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.30520111794854804	0.0051740925582775	0.9972790089734571	no cis/trans int. effect	no cis/trans int. effect
h.2787	chr14	103851547.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	m.2598	chr12	112812540.0	divergent	chr12:112812520..112812553,-	ENSMUSG00000096995.1	lncRNA	0.21375	tile2	mouse	lncRNA	8.902477990727881	9.885520500960789	11.6326849904107	13.339542789178902	1.0762904980848996e-115	6.708242178095008e-115	7.6828224756242375e-208	2.3532378978288285e-221	0.9136335034531949	0.0011500469140783198	no native effect	no native effect	0.716462917223314	0.0169246960467528	0.6709582219824239	0.0209063058628732	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.716462917223314	0.266201962841372	0.244427339007015	0.23948915316131397	0.279582243772518	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.266201962841372	-0.046483946794509005	0.9911147462268158	no cis/trans int. effect	no cis/trans int. effect
h.2792	chr4	174291832.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	m.2603	chr8	59966856.0	divergent	chr8:59966850..59966862,+	ENSMUSG00000096917.2	lncRNA	4.74875	tile2	mouse	lncRNA	6.73446107583177	7.8776243227095595	4.55998803961706	3.78768663678038	9.472115912708778e-62	5.25858340500411e-69	9.27304109293274e-25	6.42625990820012e-12	-0.45662873531471104	0.234013845081862	no native effect	no native effect	-0.680398967379493	0.0788490950216526	-0.9089900716245529	0.0106633852042332	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.9089900716245529	0.28668102554724	0.30735999235441497	-0.0184719077940384	0.960263155458792	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.28668102554724	-0.183279577681153	0.978268327865398	no cis/trans int. effect	no cis/trans int. effect
h.2795	chr18	12948370.0	no cage activity	no cage activity	no cage activity	other	no cage activity	m.2606	chr18	67934888.0	divergent	chr18:67934874..67934906,-	ENSMUSG00000097835.1	other	0.23	tile2	mouse	other	0.6350442337234561	0.655484569187822	1.1777231092358602	1.6524084234781298	0.8658770240666941	0.879575151300121	0.5168021525968229	0.21164246705912304	0.43151717309084403	0.405782576371089	no native effect	no native effect	0.11467710968341802	0.8240879905277378	0.169938749682778	0.7746869745827509	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.169938749682778	0.232264467602513	0.630080979335602	0.5528045312293189	0.11426503516647099	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.5528045312293189	0.279440281733165	0.968239414699997	no cis/trans int. effect	no cis/trans int. effect
h.2797	chr3	9791424.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	m.2608	chr6	113276634.0	divergent	chr6:113276629..113276679,-	ENSMUSG00000085012.1	lncRNA	1.6775	tile2	mouse	lncRNA	7.57441206900915	10.6480028475362	5.45630099654192	6.23059979032359	1.2775799793546796e-80	2.1592884673161198e-135	6.15322811275039e-38	3.75232966582266e-40	0.198993809976879	0.47993930087307796	no native effect	no native effect	-0.145088261995479	0.6754337218137709	-0.239483287877791	0.371422004181701	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.239483287877791	0.484485306206166	0.0261701272951128	0.295521741155398	0.191014371632162	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.484485306206166	-0.14905432763275303	0.974130544586654	no cis/trans int. effect	no cis/trans int. effect
h.2800	chr1	101491666.0	no cage activity	no cage activity	no cage activity	other	no cage activity	m.2611	chr3	115590804.0	divergent	chr3:115590797..115590809,-	ENSMUSG00000054426.11	other	0.3475	tile2	mouse	other	1.34334300258973	0.821448569956293	1.01717189680326	1.3423243458116898	0.312718041551241	0.8130139017315621	0.6846309231599139	0.5532997958056031	0.269672438575762	0.256074825721526	no native effect	no native effect	-0.269677485743779	0.262593750329442	0.5876603011809649	0.0387127685218317	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.5876603011809649	-0.28862682284984803	0.282218434036671	0.45947319454968	0.0189592817790651	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.45947319454968	0.696712616650851	0.243117743688916	no cis/trans int. effect	no cis/trans int. effect
h.2807	chr2	26100522.0	no cage activity	no cage activity	no cage activity	other	no cage activity	m.2618	chr12	3427716.0	divergent	chr12:3427711..3427722,-	ENSMUSG00000071456.6	other	0.17	tile2	mouse	other	4.93475881725575	3.2053918249672204	5.8075371526280595	2.05092627739527	6.417490412839169e-30	9.5729187877462e-08	6.93948343113781e-44	0.0230080541713163	-2.18617456817599	1.15888376660821e-16	significant native effect	"native effect
(higher in human)"	-1.26752028424012	6.50967572775842e-08	-1.89044268008224	2.5239992943701297e-12	significant cis effect	significant cis effect	"cis effect
(higher in human)"	"cis effect
(higher in human)"	significant cis effect	"cis effect
(higher in human)"	-1.89044268008224	-0.261111304165022	0.143320997968716	-0.9385743435980249	0.000725144482685847	no trans effect	significant trans effect	no trans effect	"trans effect
(higher in human)"	significant trans effect	"trans effect
(higher in human)"	-0.9385743435980249	-0.696275761576218	0.144818062665294	no cis/trans int. effect	no cis/trans int. effect
h.2812	chr12	29534331.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	m.2623	chr6	148160747.0	divergent	chr6:148160737..148160759,+	ENSMUSG00000107402.1	lncRNA	1.38125	tile2	mouse	lncRNA	10.8057894024667	17.5912246812588	6.5859949617599	10.3379035830341	4.451893167343139e-177	0.0	1.1167026843759397e-58	7.466632436700189e-127	0.784367596368024	0.00100263597144173	no native effect	no native effect	0.165143431038077	0.5018068448861079	0.143832678328013	0.595876496914701	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.165143431038077	0.670682650849303	0.000254680078950044	0.611327488712631	0.000166350942878726	significant trans effect	significant trans effect	"trans effect
(higher in mouse)"	"trans effect
(higher in mouse)"	significant trans effect	"trans effect
(higher in mouse)"	0.670682650849303	-0.0058076591721199205	0.9972790089734571	no cis/trans int. effect	no cis/trans int. effect
h.2815	chr1	150266151.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	m.2626	chr3	95675529.0	divergent	chr3:95675508..95675558,+	ENSMUSG00000080727.2	lncRNA	0.9075	tile2	mouse	lncRNA	7.891659660667339	8.67769326451894	6.986617020235999	4.29959884865382	2.0432969958722698e-88	6.949000373229758e-86	3.791227326304139e-67	2.11589211251746e-16	0.12987804127727198	0.307957271304742	no native effect	no native effect	0.470919027965063	3.00681304506954e-05	-0.108259970953179	0.45350212907542	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.470919027965063	0.265180751607435	0.0347252796973734	-0.343777427721083	0.000471300794932646	no trans effect	significant trans effect	no trans effect	"trans effect
(higher in human)"	significant trans effect	"trans effect
(higher in human)"	-0.343777427721083	-0.596094611255466	0.0061359273167479	significant cis/trans int. effect	"cis/trans int. effect
(higher in human)"
h.2816	chr4	174291820.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	m.2627	chr8	59966868.0	divergent	chr8:59966863..59966894,+	ENSMUSG00000096917.2	lncRNA	9.7075	tile2	mouse	lncRNA	12.164088898027899	13.2222836746284	8.062661964754241	6.3700351216659294	6.314556528615846e-229	3.5912973582829774e-217	9.052312536026018e-93	2.7365400485659197e-42	-1.1778246919491397	1.34272871021564e-05	no native effect	no native effect	-1.06359593845073	6.61977531966584e-05	-1.5134355791540701	5.107274892388711e-09	no cis effect	significant cis effect	no cis effect	"cis effect
(higher in human)"	significant cis effect	"cis effect
(higher in human)"	-1.5134355791540701	0.28453708542475803	0.18759516006503102	-0.0930892615645246	0.700659467862244	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.28453708542475803	-0.37023027048635704	0.722247334952217	no cis/trans int. effect	no cis/trans int. effect
h.2817	chr6	33290947.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	m.2628	chr17	34046257.0	divergent	chr17:34046234..34046271,-	ENSMUSG00000092564.1	lncRNA	1.0225	tile2	mouse	lncRNA	7.1083894057323205	7.04607163979769	21.4923953074889	16.0610754958705	7.783445124229938e-70	1.8899957104266196e-53	0.0	0.0	0.8281914594321559	0.0025794450052271	no native effect	no native effect	0.913894768610737	0.000417459369546344	0.659377227233473	0.0157204231603307	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.913894768610737	0.146863841238383	0.49796800799407304	-0.10643170707016698	0.649954861454897	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.146863841238383	-0.17128187008342904	0.968239414699997	no cis/trans int. effect	no cis/trans int. effect
h.2824	chr20	1374014.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	m.2635	chr2	151368083.0	divergent	chr2:151368078..151368090,-	ENSMUSG00000087433.1	lncRNA	0.07875	tile2	mouse	CAGE turnover - lncRNA	7.66495153462662	7.48102906432337	4.05368546784445	3.54118094964819	8.307937688526789e-83	2.4826124144485e-61	1.34604031721712e-18	4.94202033015354e-10	-2.27888191585107	7.43656554148928e-08	significant native effect	"native effect
(higher in human)"	-2.1890014401041697	7.957371985090121e-07	-2.38748167777733	8.55684900120533e-08	significant cis effect	significant cis effect	"cis effect
(higher in human)"	"cis effect
(higher in human)"	significant cis effect	"cis effect
(higher in human)"	-2.38748167777733	0.165121487716661	0.414391261478904	-0.11732681259639699	0.7931055914739591	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.165121487716661	-0.37988978312310206	0.839796862952034	no cis/trans int. effect	no cis/trans int. effect
h.2844	chr5	9546603.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	m.2655	chr15	32174172.0	divergent	chr15:32174168..32174193,-	ENSMUSG00000096956.2	lncRNA	0.4525	tile2	mouse	lncRNA	2.93261347132267	3.5985138238717096	0.757259863803763	1.02849616533583	3.0554918787544306e-08	1.86274594957103e-10	0.8167621084343791	0.7566914559734179	-0.6550971465761171	0.00134060739555185	no native effect	no native effect	-1.08627050485577	3.39552771206569e-07	-0.889163962164527	0.000121101099114727	significant cis effect	significant cis effect	"cis effect
(higher in human)"	"cis effect
(higher in human)"	significant cis effect	"cis effect
(higher in human)"	-1.08627050485577	0.330843807907467	0.14458966759175398	0.43075720969545295	0.00788040002159895	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.43075720969545295	0.118033650421026	0.982178378279215	no cis/trans int. effect	no cis/trans int. effect
h.2846	chr1	149784175.0	no cage activity	no cage activity	no cage activity	other	no cage activity	m.2657	chr3	96073386.0	divergent	chr3:96073358..96073396,-	ENSMUSG00000093656.1	other	0.185	tile2	mouse	other	7.68342472044956	4.7272163290248095	3.7064560180238395	3.0323397918246204	2.954768347136389e-83	1.0137407516003198e-20	6.611457874973159e-15	1.07604747195981e-06	-0.6075195816316971	0.00344460531019155	no native effect	no native effect	-0.605540235326675	0.0008861297688649631	-0.26697469121435796	0.246832991605338	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.605540235326675	-0.321895147271693	0.0572109398451247	-0.0411128388196812	0.8406549178370791	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.321895147271693	0.32763713832459	0.6966929127055369	no cis/trans int. effect	no cis/trans int. effect
h.2849	chr2	157293208.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	m.2660	chr2	57091172.0	divergent	chr2:57091169..57091175,-	ENSMUSG00000054181.11	lncRNA	0.11	tile2	mouse	CAGE turnover - lncRNA	0.883429721228894	1.0158391803624398	1.6177917224290002	1.7944077174434399	0.7702707473417808	0.760250912706968	0.08380222386125799	0.10840868522958802	0.6426762542480661	0.0034583472589784802	no native effect	no native effect	0.221250138666232	0.38866129437902897	0.27203701541908604	0.274004816506036	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.27203701541908604	0.30619611132514	0.112017969217994	0.285544994085768	0.27670490430837397	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.30619611132514	2.22429363234404e-05	0.9988474118880708	no cis/trans int. effect	no cis/trans int. effect
h.2861	chr20	30946645.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	m.2672	chr2	153172136.0	divergent	chr2:153172121..153172156,-	ENSMUSG00000073236.4	lncRNA	1.39125	tile2	mouse	lncRNA	1.9831990338249499	1.2841789374297	2.4789107474441603	1.90160972915418	0.0055282116906339	0.614897099283521	2.47928313438929e-05	0.0598763211511318	1.08571912316175	0.00159512339948485	no native effect	no native effect	1.17680050064379	0.00314547239391032	1.30821819694458	0.000680581566276695	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	1.30821819694458	-0.23436434295573	0.540069670467215	-0.17019431812205899	0.528569724269065	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.23436434295573	-0.0266675162888529	0.993370428679427	no cis/trans int. effect	no cis/trans int. effect
