cage_id_hg19	cage_id_mm9	tss_name_hg19	tss_name_mm9	biotype_hg19	biotype_mm9	chr_hg19	tss_coord_hg19	strand_hg19	chr_mm9	tss_coord_mm9	strand_mm9	max_cage_hg19	max_cage_mm9	stem_cage_hg19	stem_cage_mm9
no cage activity	chr8:123061564..123061592,-	no cage activity	ENSMUSG00000102737.1	no CAGE activity	other	chr16	85647129	-	chr8	123061569	-	8.0	183.0	no cage activity	0.03
no cage activity	chr10:93146080..93146094,-	no cage activity	ENSMUSG00000085723.2	no CAGE activity	lncRNA	chr12	96131008	+	chr10	93146085	-	2.0	258.0	no cage activity	0.0525
no cage activity	chr11:54950493..54950521,+	no cage activity	ENSMUSG00000085531.1	no CAGE activity	lncRNA	chr5	150667475	+	chr11	54950507	+	2.0	485.0	no cage activity	0.3325
no cage activity	chr8:73223720..73223768,-	no cage activity	ENSMUSG00000080058.2	other	other	chr19	18391498	+	chr8	73223733	-	285.0	659.0	no cage activity	0.42
no cage activity	chr19:6532372..6532391,-	no cage activity	ENSMUSG00000052188.6	no CAGE activity	other	chr11	64374436	+	chr19	6532383	-	3.0	797.0	no cage activity	0.03
no cage activity	chr2:172859110..172859157,-	no cage activity	ENSMUSG00000087442.1	lncRNA	lncRNA	chr20	55982742	-	chr2	172859150	-	314.0	1011.0	no cage activity	1.2575
no cage activity	chr16:13729897..13729941,+	no cage activity	ENSMUSG00000086550.1	no CAGE activity	lncRNA	chr16	14787237	+	chr16	13729924	+	0.0	147.0	no cage activity	0.35
no cage activity	chr5:139470992..139471020,+	no cage activity	ENSMUSG00000075585.3	other	other	chr7	558940	+	chr5	139471006	+	651.0	2256.0	no cage activity	1.4575
no cage activity	chr3:89196159..89196173,+	no cage activity	ENSMUSG00000074466.12	other	other	chr1	154976228	-	chr3	89196165	+	37.0	1765.0	no cage activity	0.21375
no cage activity	chr6:117857679..117857689,-	no cage activity	ENSMUSG00000042087.5	other	other	chr10	43903695	+	chr6	117857685	-	64.0	3124.0	no cage activity	0.06
no cage activity	chr5:20456774..20456790,+	no cage activity	ENSMUSG00000101013.1	lncRNA	lncRNA	chr7	77326780	-	chr5	20456784	+	144.0	1413.0	no cage activity	0.0475
no cage activity	chr5:20456801..20456812,+	no cage activity	ENSMUSG00000101013.1	lncRNA	lncRNA	chr7	77326759	-	chr5	20456806	+	144.0	1413.0	no cage activity	0.05125
no cage activity	chr11:103054838..103054854,-	no cage activity	ENSMUSG00000092371.1	other	other	chr17	43319296	-	chr11	103054847	-	136.0	582.0	no cage activity	0.03125
no cage activity	chr11:59928728..59928739,-	no cage activity	ENSMUSG00000051008.5	lncRNA	lncRNA	chr17	17597920	-	chr11	59928733	-	51.0	709.0	no cage activity	0.1575
no cage activity	chr2:172848860..172848882,-	no cage activity	ENSMUSG00000092596.1	lncRNA	lncRNA	chr20	55968387	-	chr2	172848880	-	81.0	422.0	no cage activity	0.1725
no cage activity	chr6:42301331..42301361,-	no cage activity	ENSMUSG00000108033.1	other	other	chr7	143079760	-	chr6	42301343	-	495.0	528.0	no cage activity	0.0625
no cage activity	chr9:119893094..119893105,+	no cage activity	ENSMUSG00000111639.1	lncRNA	lncRNA	chr3	39195348	+	chr9	119893099	+	123.0	183.0	no cage activity	0.03125
no cage activity	chr7:119679074..119679091,-	no cage activity	ENSMUSG00000085049.1	no CAGE activity	lncRNA	chr11	12491109	-	chr7	119679085	-	3.0	329.0	no cage activity	0.3125
no cage activity	chr5:145016519..145016538,-	no cage activity	ENSMUSG00000087484.1	lncRNA	lncRNA	chr7	97911480	-	chr5	145016529	-	47.0	1363.0	no cage activity	0.12375
no cage activity	chr9:40591733..40591744,-	no cage activity	ENSMUSG00000087135.7	lncRNA	lncRNA	chr11	122942992	+	chr9	40591737	-	10.0	79.0	no cage activity	1.6075
no cage activity	chr7:28293110..28293129,-	no cage activity	ENSMUSG00000087371.1	lncRNA	lncRNA	chr19	40909615	+	chr7	28293118	-	453.0	1189.0	no cage activity	3.34625
no cage activity	chr13:81023987..81024006,-	no cage activity	ENSMUSG00000089827.1	lncRNA	lncRNA	chr5	90677769	+	chr13	81023992	-	361.0	191.0	no cage activity	0.33625
no cage activity	chr5:114293175..114293184,+	no cage activity	ENSMUSG00000090458.1	lncRNA	lncRNA	chr12	109039823	+	chr5	114293178	+	17.0	31.0	no cage activity	0.0475
no cage activity	chr11:50050352..50050372,+	no cage activity	ENSMUSG00000097887.1	lncRNA	lncRNA	chr5	179223132	-	chr11	50050355	+	32.0	662.0	no cage activity	0.355
no cage activity	chr8:73224095..73224132,-	no cage activity	ENSMUSG00000080058.2	other	other	chr19	18391014	+	chr8	73224121	-	142.0	259.0	no cage activity	0.2075
no cage activity	chr5:20456748..20456768,+	no cage activity	ENSMUSG00000101013.1	lncRNA	lncRNA	chr7	77326805	-	chr5	20456759	+	144.0	1413.0	no cage activity	0.85125
no cage activity	chr8:60130539..60130590,+	no cage activity	ENSMUSG00000110419.1	other	other	chr4	174091255	-	chr8	60130546	+	35.0	510.0	no cage activity	0.0475
no cage activity	chr11:97022840..97022853,+	no cage activity	ENSMUSG00000084936.1	no CAGE activity	lncRNA	chr17	45761002	-	chr11	97022846	+	3.0	530.0	no cage activity	0.06625
no cage activity	chr18:35989779..35989791,-	no cage activity	ENSMUSG00000100320.1	lncRNA	lncRNA	chr5	139028312	-	chr18	35989784	-	39.0	595.0	no cage activity	0.0925
no cage activity	chr6:117857771..117857779,-	no cage activity	ENSMUSG00000042087.5	other	other	chr10	43903304	+	chr6	117857776	-	95.0	2235.0	no cage activity	0.04625
no cage activity	chr2:71588363..71588378,-	no cage activity	ENSMUSG00000097235.1	no CAGE activity	lncRNA	chr2	173252246	-	chr2	71588372	-	1.0	155.0	no cage activity	1.95
no cage activity	chr7:52894108..52894158,-	no cage activity	ENSMUSG00000110357.1	other	other	chr19	49224183	+	chr7	52894124	-	15.0	1351.0	no cage activity	0.70125
no cage activity	chr7:150645757..150645803,+	no cage activity	ENSMUSG00000108934.1	no CAGE activity	other	chr11	2906002	+	chr7	150645763	+	8.0	622.0	no cage activity	0.415
no cage activity	chr9:20842219..20842239,-	no cage activity	ENSMUSG00000097535.1	other	other	chr19	10406226	-	chr9	20842226	-	38.0	919.0	no cage activity	0.0625
no cage activity	chr12:45370012..45370040,-	no cage activity	ENSMUSG00000112547.1	lncRNA	lncRNA	chr7	108166795	+	chr12	45370031	-	25.0	1369.0	no cage activity	0.25375
no cage activity	chr5:152171567..152171588,+	no cage activity	ENSMUSG00000097321.5	lncRNA	lncRNA	chr13	34117198	+	chr5	152171582	+	808.0	550.0	no cage activity	0.42125
no cage activity	chr1:63159689..63159705,+	no cage activity	ENSMUSG00000084799.7	lncRNA	lncRNA	chr2	206949381	+	chr1	63159695	+	817.0	274.0	no cage activity	0.32625
no cage activity	chr10:42584027..42584046,-	no cage activity	ENSMUSG00000111293.1	no CAGE activity	lncRNA	chr6	108141629	+	chr10	42584035	-	4.0	264.0	no cage activity	0.06875
no cage activity	chr10:7500063..7500075,+	no cage activity	ENSMUSG00000085211.2	lncRNA	lncRNA	chr6	149888170	-	chr10	7500065	+	170.0	1379.0	no cage activity	0.05
no cage activity	chr2:156546506..156546564,-	no cage activity	ENSMUSG00000086638.7	other	other	chr20	35089553	-	chr2	156546516	-	420.0	1410.0	no cage activity	0.98875
no cage activity	chr6:5927347..5927393,-	no cage activity	ENSMUSG00000085416.1	no CAGE activity	lncRNA	chr7	95674974	-	chr6	5927358	-	2.0	245.0	no cage activity	0.06875
no cage activity	chr10:82321798..82321876,-	no cage activity	ENSMUSG00000112375.1	lncRNA	lncRNA	chr12	104680664	-	chr10	82321815	-	36.0	765.0	no cage activity	0.63
no cage activity	chr13:34027896..34027944,+	no cage activity	ENSMUSG00000085457.3	other	other	chr6	2971870	+	chr13	34027921	+	26.0	1100.0	no cage activity	0.03125
no cage activity	chr4:43521612..43521625,-	no cage activity	ENSMUSG00000087142.7	other	other	chr9	35675901	-	chr4	43521618	-	13.0	2728.0	no cage activity	0.08125
no cage activity	chr5:115886517..115886540,-	no cage activity	ENSMUSG00000107353.1	lncRNA	lncRNA	chr12	120799781	+	chr5	115886534	-	154.0	225.0	no cage activity	0.03125
no cage activity	chr4:128985657..128985662,+	no cage activity	ENSMUSG00000096944.1	lncRNA	lncRNA	chr1	33147041	-	chr4	128985659	+	100.0	398.0	no cage activity	0.06125
no cage activity	chr5:20456852..20456863,+	no cage activity	ENSMUSG00000101013.1	lncRNA	lncRNA	chr7	77326676	-	chr5	20456857	+	46.0	830.0	no cage activity	0.0675
no cage activity	chr3:105804496..105804539,+	no cage activity	ENSMUSG00000106093.1	lncRNA	lncRNA	chr1	111889098	-	chr3	105804518	+	36.0	542.0	no cage activity	0.08125
no cage activity	chr4:153975408..153975411,+	no cage activity	ENSMUSG00000084987.1	lncRNA	lncRNA	chr1	3020729	-	chr4	153975409	+	40.0	142.0	no cage activity	0.42375
no cage activity	chr11:105804661..105804672,+	no cage activity	ENSMUSG00000103469.1	no CAGE activity	lncRNA	chr17	61522689	+	chr11	105804666	+	6.0	238.0	no cage activity	0.05875
no cage activity	chr7:108985577..108985608,+	no cage activity	ENSMUSG00000073985.2	no CAGE activity	other	chr11	71935700	-	chr7	108985585	+	5.0	2124.0	no cage activity	1.2275
no cage activity	chr14:22667666..22667678,+	no cage activity	ENSMUSG00000090564.8	other	other	chr10	76995280	+	chr14	22667668	+	60.0	1145.0	no cage activity	0.235
no cage activity	chr4:9214464..9214497,-	no cage activity	ENSMUSG00000086233.1	no CAGE activity	lncRNA	chr8	62220782	-	chr4	9214469	-	1.0	616.0	no cage activity	0.06125
no cage activity	chr17:10689300..10689307,+	no cage activity	ENSMUSG00000089941.1	no CAGE activity	lncRNA	chr6	163596606	-	chr17	10689303	+	2.0	91.0	no cage activity	0.0325
no cage activity	chr14:35315129..35315148,+	no cage activity	ENSMUSG00000090779.1	lncRNA	lncRNA	chr10	88517215	-	chr14	35315136	+	230.0	752.0	no cage activity	0.17375
no cage activity	chr6:52122809..52122824,+	no cage activity	ENSMUSG00000087626.1	other	other	chr7	27150430	+	chr6	52122822	+	13.0	1328.0	no cage activity	0.09625
no cage activity	chr8:26211544..26211576,+	no cage activity	ENSMUSG00000110148.1	no CAGE activity	lncRNA	chr8	38760096	-	chr8	26211563	+	2.0	828.0	no cage activity	0.2525
no cage activity	chr19:6532110..6532151,-	no cage activity	ENSMUSG00000052188.6	other	other	chr11	64374685	+	chr19	6532129	-	17.0	381.0	no cage activity	0.0825
no cage activity	chr2:72817203..72817214,+	no cage activity	ENSMUSG00000063714.15	other	other	chr2	174828744	+	chr2	72817208	+	473.0	2003.0	no cage activity	0.08875
no cage activity	chr5:149955833..149955859,+	no cage activity	ENSMUSG00000107388.1	no CAGE activity	lncRNA	chr13	31144294	+	chr5	149955838	+	4.0	148.0	no cage activity	0.03
no cage activity	chr11:50050389..50050419,+	no cage activity	ENSMUSG00000097887.1	no CAGE activity	lncRNA	chr5	179223108	-	chr11	50050394	+	8.0	662.0	no cage activity	0.41625
no cage activity	chr2:160713771..160713779,-	no cage activity	ENSMUSG00000085303.3	no CAGE activity	lncRNA	chr20	39969413	-	chr2	160713776	-	3.0	221.0	no cage activity	0.1375
no cage activity	chr2:72817148..72817191,+	no cage activity	ENSMUSG00000063714.15	other	other	chr2	174828693	+	chr2	72817165	+	473.0	2003.0	no cage activity	0.7675
no cage activity	chr19:6531979..6531994,-	no cage activity	ENSMUSG00000052188.6	other	other	chr11	64374828	+	chr19	6531986	-	11.0	580.0	no cage activity	0.0825
no cage activity	chr5:145016542..145016565,-	no cage activity	ENSMUSG00000087484.1	lncRNA	lncRNA	chr7	97911506	-	chr5	145016552	-	47.0	1363.0	no cage activity	0.20875
no cage activity	chr8:108659301..108659331,+	no cage activity	ENSMUSG00000086390.7	lncRNA	lncRNA	chr16	68268494	+	chr8	108659314	+	95.0	1385.0	no cage activity	0.555
no cage activity	chr7:19586533..19586588,-	no cage activity	ENSMUSG00000086533.2	lncRNA	lncRNA	chr19	46393827	+	chr7	19586570	-	18.0	1278.0	no cage activity	0.70125
no cage activity	chr4:117118403..117118419,+	no cage activity	ENSMUSG00000086876.1	no CAGE activity	lncRNA	chr1	44926556	-	chr4	117118406	+	1.0	73.0	no cage activity	0.05125
no cage activity	chr7:140175839..140175843,-	no cage activity	ENSMUSG00000085663.1	lncRNA	lncRNA	chr10	126673769	-	chr7	140175840	-	22.0	1185.0	no cage activity	0.63875
no cage activity	chr9:81525536..81525555,+	no cage activity	ENSMUSG00000097466.8	other	other	chr6	78172496	+	chr9	81525547	+	94.0	819.0	no cage activity	0.03125
no cage activity	chr1:34530003..34530026,-	no cage activity	ENSMUSG00000100280.2	lncRNA	lncRNA	chr2	131130249	-	chr1	34530009	-	48.0	1249.0	no cage activity	0.06
no cage activity	chr3:89195746..89195792,+	no cage activity	ENSMUSG00000074466.12	other	other	chr1	154976625	-	chr3	89195764	+	261.0	630.0	no cage activity	0.39125
no cage activity	chr8:113278889..113278904,+	no cage activity	ENSMUSG00000090039.1	no CAGE activity	lncRNA	chr16	70681072	-	chr8	113278900	+	1.0	164.0	no cage activity	0.67125
no cage activity	chr6:42301304..42301321,-	no cage activity	ENSMUSG00000108033.1	other	other	chr7	143079724	-	chr6	42301307	-	495.0	528.0	no cage activity	0.03
no cage activity	chr2:167015179..167015193,+	no cage activity	ENSMUSG00000085151.7	lncRNA	lncRNA	chr20	48100211	+	chr2	167015185	+	13.0	447.0	no cage activity	0.1175
no cage activity	chr9:119893026..119893092,+	no cage activity	ENSMUSG00000111639.1	lncRNA	lncRNA	chr3	39195278	+	chr9	119893073	+	98.0	183.0	no cage activity	0.39
no cage activity	chr7:52997400..52997421,+	no cage activity	ENSMUSG00000109602.1	other	other	chr19	49079349	-	chr7	52997413	+	39.0	3025.0	no cage activity	0.98125
no cage activity	chr7:29595513..29595541,-	no cage activity	ENSMUSG00000109420.1	no CAGE activity	other	chr19	39341001	+	chr7	29595527	-	6.0	1254.0	no cage activity	2.4025
no cage activity	chr6:117857713..117857751,-	no cage activity	ENSMUSG00000042087.5	other	other	chr10	43903364	+	chr6	117857720	-	137.0	3124.0	no cage activity	1.27375
no cage activity	chr11:50050504..50050516,+	no cage activity	ENSMUSG00000097887.1	lncRNA	lncRNA	chr5	179223027	-	chr11	50050510	+	260.0	1038.0	no cage activity	1.1975
no cage activity	chr4:117118588..117118592,+	no cage activity	ENSMUSG00000086876.1	no CAGE activity	lncRNA	chr1	44926339	-	chr4	117118588	+	2.0	858.0	no cage activity	0.0325
no cage activity	chr7:4422830..4422892,-	no cage activity	ENSMUSG00000091177.2	lncRNA	lncRNA	chr19	55592645	-	chr7	4422875	-	16.0	454.0	no cage activity	0.2375
no cage activity	chr10:61802976..61802990,+	no cage activity	ENSMUSG00000085347.1	lncRNA	lncRNA	chr10	71078542	-	chr10	61802981	+	55.0	1516.0	no cage activity	0.0775
no cage activity	chr5:145016832..145016871,-	no cage activity	ENSMUSG00000087484.1	no CAGE activity	lncRNA	chr7	97911855	-	chr5	145016857	-	2.0	567.0	no cage activity	0.14875
no cage activity	chr5:20456989..20457013,+	no cage activity	ENSMUSG00000101013.1	lncRNA	lncRNA	chr7	77326539	-	chr5	20457005	+	122.0	145.0	no cage activity	0.04875
no cage activity	chr18:57712022..57712069,-	no cage activity	ENSMUSG00000086607.7	no CAGE activity	lncRNA	chr5	127075949	-	chr18	57712039	-	1.0	304.0	no cage activity	0.09375
no cage activity	chr17:34057288..34057317,-	no cage activity	ENSMUSG00000101438.1	lncRNA	lncRNA	chr6	33281149	+	chr17	34057297	-	269.0	2906.0	no cage activity	1.215
no cage activity	chr7:19586509..19586523,-	no cage activity	ENSMUSG00000086533.2	lncRNA	lncRNA	chr19	46393875	+	chr7	19586514	-	18.0	720.0	no cage activity	0.13625
no cage activity	chr3:51080179..51080196,+	no cage activity	ENSMUSG00000087440.2	other	other	chr4	140004268	+	chr3	51080192	+	226.0	187.0	no cage activity	0.05875
no cage activity	chr2:169713523..169713540,-	no cage activity	ENSMUSG00000096972.7	no CAGE activity	other	chr20	51874545	-	chr2	169713537	-	1.0	83.0	no cage activity	0.50625
no cage activity	chr8:123061164..123061176,-	no cage activity	ENSMUSG00000102737.1	other	other	chr16	85646698	-	chr8	123061170	-	135.0	337.0	no cage activity	0.21375
no cage activity	chr19:6532012..6532023,-	no cage activity	ENSMUSG00000052188.6	other	other	chr11	64374797	+	chr19	6532017	-	11.0	580.0	no cage activity	0.03125
no cage activity	chr13:64349957..64349983,+	no cage activity	ENSMUSG00000097101.2	lncRNA	lncRNA	chr9	99329274	+	chr13	64349964	+	74.0	1289.0	no cage activity	0.06625
no cage activity	chr7:4478194..4478208,+	no cage activity	ENSMUSG00000085725.2	other	other	chr19	55672199	+	chr7	4478201	+	16.0	473.0	no cage activity	0.10875
no cage activity	chr18:6490132..6490163,+	no cage activity	ENSMUSG00000101320.1	other	other	chr10	32635373	+	chr18	6490140	+	185.0	3424.0	no cage activity	1.13875
no cage activity	chr4:43521586..43521606,-	no cage activity	ENSMUSG00000087142.7	other	other	chr9	35675878	-	chr4	43521595	-	27.0	2728.0	no cage activity	0.09875
no cage activity	chr14:22667732..22667767,+	no cage activity	ENSMUSG00000090564.8	other	other	chr10	76995361	+	chr14	22667750	+	35.0	531.0	no cage activity	0.08125
no cage activity	chr8:108659335..108659357,+	no cage activity	ENSMUSG00000086390.7	lncRNA	lncRNA	chr16	68268525	+	chr8	108659345	+	95.0	1385.0	no cage activity	0.1825
no cage activity	chr6:72297674..72297747,-	no cage activity	ENSMUSG00000108435.1	other	other	chr2	85838766	+	chr6	72297721	-	22.0	2444.0	no cage activity	2.17125
no cage activity	chr7:26004359..26004397,+	no cage activity	ENSMUSG00000108523.1	lncRNA	lncRNA	chr19	42721394	+	chr7	26004386	+	119.0	93.0	no cage activity	0.04875
no cage activity	chr8:28253641..28253653,+	no cage activity	ENSMUSG00000097262.2	other	other	chr8	37720414	+	chr8	28253649	+	24.0	91.0	no cage activity	0.0325
no cage activity	chr11:22759861..22759873,+	no cage activity	ENSMUSG00000092626.1	lncRNA	lncRNA	chr2	62423103	-	chr11	22759867	+	291.0	2679.0	no cage activity	0.96
no cage activity	chr17:36003438..36003456,-	no cage activity	ENSMUSG00000087443.1	lncRNA	lncRNA	chr6	30654572	+	chr17	36003450	-	442.0	607.0	no cage activity	0.1875
no cage activity	chr19:6363340..6363429,-	no cage activity	ENSMUSG00000079467.8	lncRNA	lncRNA	chr11	64546658	+	chr19	6363358	-	16.0	740.0	no cage activity	0.32
no cage activity	chr12:3426630..3426664,-	no cage activity	ENSMUSG00000071456.6	other	other	chr2	26101609	+	chr12	3426641	-	267.0	2845.0	no cage activity	5.71875
no cage activity	chr6:125444887..125444922,+	no cage activity	ENSMUSG00000101162.2	lncRNA	lncRNA	chr12	6309387	-	chr6	125444893	+	51.0	339.0	no cage activity	2.32125
no cage activity	chr5:144031723..144031763,+	no cage activity	ENSMUSG00000105345.1	lncRNA	lncRNA	chr7	6676881	-	chr5	144031744	+	272.0	1018.0	no cage activity	0.23
no cage activity	chr10:62065079..62065116,+	no cage activity	ENSMUSG00000112347.1	lncRNA	lncRNA	chr10	70715863	-	chr10	62065088	+	234.0	471.0	no cage activity	1.6525
no cage activity	chr4:43058886..43058915,+	no cage activity	ENSMUSG00000096974.2	lncRNA	lncRNA	chr9	35116189	+	chr4	43058903	+	17.0	1004.0	no cage activity	1.1575
no cage activity	chr11:17853971..17853983,+	no cage activity	ENSMUSG00000086468.1	lncRNA	lncRNA	chr2	67624367	-	chr11	17853976	+	48.0	1084.0	no cage activity	0.24
no cage activity	chr7:31742317..31742319,+	no cage activity	ENSMUSG00000097750.2	other	other	chr19	35759463	-	chr7	31742318	+	265.0	4223.0	no cage activity	0.42625
no cage activity	chr5:52581889..52581943,+	no cage activity	ENSMUSG00000097145.5	lncRNA	lncRNA	chr4	24586343	+	chr5	52581922	+	114.0	2927.0	no cage activity	7.6925
no cage activity	chr11:23397839..23397850,+	no cage activity	ENSMUSG00000086459.2	no CAGE activity	other	chr2	61404682	-	chr11	23397844	+	3.0	177.0	no cage activity	0.08125
no cage activity	chr5:123464849..123464872,-	no cage activity	ENSMUSG00000106555.4	lncRNA	lncRNA	chr12	122064208	-	chr5	123464862	-	155.0	698.0	no cage activity	0.25375
no cage activity	chr1:33726706..33726725,+	no cage activity	ENSMUSG00000103746.1	lncRNA	lncRNA	chr6	57182356	-	chr1	33726713	+	433.0	763.0	no cage activity	0.1725
no cage activity	chr3:95021922..95021981,+	no cage activity	ENSMUSG00000097167.1	other	other	chr1	151042975	-	chr3	95021935	+	392.0	666.0	no cage activity	3.7925
no cage activity	chr2:94246876..94246919,+	no cage activity	ENSMUSG00000045464.5	lncRNA	lncRNA	chr11	43380408	-	chr2	94246911	+	733.0	2484.0	no cage activity	3.07125
no cage activity	chr11:6376164..6376178,+	no cage activity	ENSMUSG00000086839.7	other	other	chr7	44925217	+	chr11	6376171	+	320.0	1384.0	no cage activity	1.195
no cage activity	chr1:188573247..188573294,+	no cage activity	ENSMUSG00000097784.1	lncRNA	lncRNA	chr1	218458559	-	chr1	188573267	+	406.0	1500.0	no cage activity	1.47875
no cage activity	chr18:49915387..49915405,+	no cage activity	ENSMUSG00000087020.1	lncRNA	lncRNA	chr5	118324431	+	chr18	49915394	+	95.0	1366.0	no cage activity	0.48875
no cage activity	chrX:39502524..39502529,-	no cage activity	ENSMUSG00000104042.1	lncRNA	lncRNA	chrX	123094450	-	chrX	39502526	-	1197.0	600.0	no cage activity	0.18
